obstruction_ring_edge_id,site_model_obstruction_id,angle_between_bearing_vector_and_right_vector,angle_between_bearing_vector_and_up_vector,bearing_vector,edge_condition,end_point_x,end_point_y,end_point_z,siding_material,start_point_x,start_point_y,start_point_z,obstruction_ring_winding_direction
0,2,0.0,0.0,,,-327.2319209736059,98.95247477762194,164.15036611355706,None,-326.46216385631107,98.7993605671135,164.15036611355706,
0,5,0.0,0.0,,,-325.3102960256895,-124.4737170842422,161.82464865809075,None,-325.24987152309507,-123.76378056737836,161.82464865809075,
0,5,0.0,0.0,,,-327.8843681302148,-119.86591603145168,161.82464865809075,None,-328.56564010149884,-119.65727883526348,161.82464865809075,
0,3,0.0,0.0,,,-322.1081326314939,68.89154402021113,159.09324721804813,None,-321.48584963335264,68.60735689719448,159.09324721804813,
0,0,0.0,0.0,,,-507.85128306231104,104.00798309269246,131.4611683064145,None,-508.05658358586,104.54931608376052,131.4611683064145,
0,2,0.0,0.0,,,-322.67900670299076,99.55187731264972,164.15036611355706,None,-322.0264381289384,99.98790969360894,164.15036611355706,
0,2,0.0,0.0,,,-328.67900670299076,99.55187731264972,164.15036611355706,None,-327.9751072971813,99.20475254028864,164.15036611355706,
0,4,0.0,0.0,,,-288.5810177302104,-126.44367047159896,147.6138201810369,None,-288.72047208812506,-127.07721800673508,147.6138201810369,
0,3,0.0,0.0,,,-316.96825747095573,70.67047210913017,159.09324721804813,None,-316.7755230673281,71.3268652080598,159.09324721804813,
0,3,0.0,0.0,,,-317.28173212358956,73.95332719427961,159.09324721804813,None,-317.70461723453315,74.49106935703644,159.09324721804813,
0,0,0.0,0.0,,,-507.85128306231104,102.85851415398844,131.4611683064145,None,-507.7814976632161,103.43324862334045,131.4611683064145,
0,4,0.0,0.0,,,-282.738058216662,-127.40157506200688,147.6138201810369,None,-282.8081965495318,-126.7566637413738,147.6138201810369,
0,5,0.0,0.0,,,-327.24815549334875,-127.34087344124232,161.82464865809075,None,-326.6753048701139,-126.91719532999512,161.82464865809075,
0,6,0.0,0.0,,,-110.52755727817645,-231.02667110263351,148.68109508953842,None,-110.3922955438686,-231.82276465150417,148.68109508953842,
0,1,0.0,0.0,,,-320.3445037945134,-186.16897751562013,163.26876067438448,None,-320.2931729627563,-185.38582036229985,163.26876067438448,
0,1,0.0,0.0,,,-331.4893253854629,-182.38582036229985,163.26876067438448,None,-331.836450157824,-183.0897197681093,163.26876067438448,
0,6,0.0,0.0,,,-110.3922955438686,-228.61811277586563,148.68109508953842,None,-110.52755727817645,-229.41420632473628,148.68109508953842,
0,3,0.0,0.0,,,-319.460559139149,75.50486288834773,159.09324721804813,None,-320.13770006825416,75.60222105592864,159.09324721804813,
0,0,0.0,0.0,,,-509.33146230457066,101.18773717437152,131.4611683064145,None,-508.8188224840586,101.45679130761158,131.4611683064145,
0,3,0.0,0.0,,,-323.8910512820128,72.34992371564027,159.09324721804813,None,-323.8910512820128,71.66581959296292,159.09324721804813,
0,3,0.0,0.0,,,-320.821029332997,75.56967007114874,159.09324721804813,None,-321.48584963335264,75.40838641140871,159.09324721804813,
0,6,0.0,0.0,,,-109.85973218958895,-227.09613415129903,148.68109508953842,None,-110.16875010982707,-227.84216940535416,148.68109508953842,
0,1,0.0,0.0,,,-325.51001580943597,-179.43715119405695,163.26876067438448,None,-326.2931729627563,-179.38582036229982,163.26876067438448,
0,2,0.0,0.0,,,-325.67900670299076,98.74802973535635,164.15036611355706,None,-324.89584954967046,98.7993605671135,164.15036611355706,
0,6,0.0,0.0,,,-107.86166442662083,-224.59063642457457,148.68109508953842,None,-108.46377251792232,-225.1287131121487,148.68109508953842,
